peak_id,peak_name,host_contries,height_m,height_ft,location,region,climb_status,is_open,is_unlisted,is_trekking,trek_year,first_asc_yr,first_asc_season,first_asc_date,countries,first_summiters,Lat,Long
AGLE,Agole East,Nepal only,6675,21900,Rolwaling,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed,27.51,86.33
AMAD,Ama Dablam,Nepal only,6814,22356,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1961,Spring,Mar 13,"New Zealand, USA, UK","Mike Gill, Wally Romanes, Barry Bishop, Michael Ward",27.5136,86.5136
AMPH,Amphu I,Nepal only,6740,22113,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2013,Autumn,Oct 09,S Korea,"Ahn Il-Evn, An Chi-Young, Kim Young-Mi, Oh Young-Hoon",27.5136,86.57
ANID,Anidesh Chuli,Nepal only,6808,22336,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed,27.42,88.0412
ANN1,Annapurna I,Nepal only,8091,26545,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1950,Spring,Jun 03,France,"Maurice Herzog, Louis Lachenal",28.3524,83.4912
ANN2,Annapurna II,Nepal only,7937,26040,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1960,Spring,May 17,"UK, Nepal","Richard Grant, Chris Bonington, Ang Nyima Sherpa",28.3148,84.0712
ANN3,Annapurna III,Nepal only,7555,24787,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1961,Spring,May 06,India,"Mohan S. Kohli, Sonam Gyatso, Sonam Girmi",28.3448,83.5924
ANN4,Annapurna IV,Nepal only,7525,24688,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1955,Spring,May 30,W Germany,"Heinz Steinmetz, Harald Biller, Juergen Wellenkamp",28.3148,84.0448
ANNE,Annapurna I East,Nepal only,8026,26332,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1974,Spring,Apr 29,Spain,"Jose Manuel Anglada Nieto, Jorge Pons Sangines, Emilio Givis Abad",28.3524,83.4912
ANNM,Annapurna I Middle,Nepal only,8051,26414,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1980,Autumn,Oct 03,W Germany,"Udo Boening, Ludwig Greissl, Heinz Oberrauch",28.3524,83.4948
ANNS,Annapurna South,Nepal only,7219,23684,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1964,Autumn,Oct 15,"Japan, Nepal","Shiochiro Uyeo, Mingma Tsering Sherpa",28.3036,83.48
APIM,Api Main,Nepal only,7132,23399,Api/Byas Risi/Guras,Far West-Kanjiroba,Climbed,1,0,0,0,1960,Spring,May 10,"Japan, Nepal","Katsutoshi Hirabayashi, Gyaltsen Norbu Sherpa",30.0,80.5548
APIW,Api West,Nepal only,7076,23215,Api/Byas Risi/Guras,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed,30.0,80.5548
BARU,Baruntse,Nepal only,7152,23465,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1954,Spring,May 29,New Zealand,"Colin Todd, Geoff Harrow",27.5212,86.5848
BAUD,Baudha,Nepal only,6672,21890,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,1,0,0,0,1970,Spring,May 02,Japan,"Yoshiyuki Kobayashi, Kiyoyasu Shibata",28.2212,84.4012
BOBA,Bobaye,Nepal only,6808,22336,Api/Byas Risi/Guras,Far West-Kanjiroba,Climbed,1,0,0,0,1996,Autumn,Nov 02,Slovenia,Tomaz Humar,29.57,81.0
BTAK,Bhairab Takura,Nepal & China,6799,22306,Jugal,Langtang-Jugal,Climbed,1,0,0,0,1960,Spring,May 07,"Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)",28.1124,85.48
CHAB,Chabuk,Nepal & China,6792,22283,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed,27.5248,87.5924
CHAG,Chago,Nepal & China,6893,22615,Makalu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1954,Spring,May 29,"New Zealand, Nepal","Michael Ball, Urkien Sherpa",27.5512,87.03
CHAK,Chako,Nepal only,6704,21995,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2007,Summer,Jul 24,"Japan, Nepal","Kazhisa Kamisaka, Akio Omura, Hari Bahadur Chaulagai, Ang Phuri Lama",28.5248,84.1648
CHAM,Chamlang,Nepal only,7321,24019,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1962,Spring,May 31,"Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)",27.4612,86.5848
CHEO,Cheo Himal,Nepal & China,6820,22375,Peri,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1991,Autumn,Oct 13,"Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa",28.4536,84.27
CHIV,Chhiv Himal,Nepal only,6650,21818,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2004,Autumn,Sep 18,Japan,"Takeshi Wada, Mitsuhiro Koseki, Yubo Shibata, Takeo Yoshinaga",28.0,84.0
CHMN,Chamar North,Nepal only,7165,23507,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1953,Spring,Jun 05,"New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa",28.33,84.5624
CHMR,Chamar,Nepal only,7161,23494,Ganesh/Shringi,Manaslu-Ganesh,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?,28.3224,84.5624
CHOB,Chobuje,Nepal only,6686,21936,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1972,Spring,Apr 24,W Germany,"Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder",27.5248,86.2924
CHOP,Cho Polu,Nepal only,6700,21982,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1984,Autumn,Nov,Spain,Nil Bohigas Martorell,27.5436,86.5848
CHOY,Cho Oyu,Nepal & China,8188,26864,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1954,Autumn,Oct 19,"Austria, Nepal","Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama",28.0524,86.3936
CHRE,Churen Himal East,Nepal only,7371,24183,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Spring,Apr 29,"S Korea, Nepal","Kim Ho-Sup, Rinsing Ongyal Sherpa",28.4424,83.1312
CHRW,Churen Himal West,Nepal only,7371,24183,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Autumn,Oct 28,"Japan, Nepal","Kozo Hasegawa, Ang Norbu Sherpa",28.4348,83.1236
CHUM,Chumbu,Nepal only,6859,22503,Khumbu,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed,28.0036,86.4648
CHUR,Churen Himal Central,Nepal only,7385,24229,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Autumn,Oct 24,Japan,"Masayoshi Fukui, Kozo Hasegawa",28.4348,83.1236
CTSE,Changtse,China only,7583,24879,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,0,1,0,0,1982,Spring,Oct 14,W Germany,Udo Zehetleitner,28.0112,86.5436
DHA1,Dhaulagiri I,Nepal only,8167,26795,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1960,Spring,May 13,"Switzerland, Austria, W Germany, Nepal","Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa",28.4124,83.2924
DHA2,Dhaulagiri II,Nepal only,7751,25430,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1971,Spring,May 18,"Austria, USA, Nepal","Adolf Huber, Ronald Fear, Adi Weissensteiner, Jangbu Sherpa",28.4536,83.2248
DHA3,Dhaulagiri III,Nepal only,7715,25312,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1973,Autumn,Oct 20,W Germany,"Klaus Schreckenbach, Gerhard Haberl, Hans Saler",28.45,83.2212
DHA4,Dhaulagiri IV,Nepal only,7661,25135,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1975,Spring,May 09,Japan,"Shiro Kawazu, Etsuro Yasuda",28.4348,83.1836
DHA5,Dhaulagiri V,Nepal only,7618,24993,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1975,Spring,May 01,"Japan, Nepal","Masaaki Morioka, Pemba Tsering Sherpa",28.4348,83.2136
DHA6,Dhaulagiri VI,Nepal only,7268,23845,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Spring,Apr 17,Japan,"Shiro Kawazu, Shoichi Kimura, Hisazumi Nakamura, Seijiro Yamamura",28.42,83.1612
DOMK,Dome Kang,Nepal & India,7264,23832,Jongsang,Kangchenjunga-Janak,Climbed,1,0,0,0,2009,Spring,Apr 28,"Spain, Nepal","Emilio Lagunilla, Carlos Soria, Chhang Dawa Sherpa, Karma Gyalzen Sherpa, Halung Dorchi Sherpa",27.5212,88.09
DOMO,Domo,Nepal & India,7447,24432,Jongsang,Kangchenjunga-Janak,Climbed,0,1,0,0,1930,Spring,Jun 08,"Germany, Nepal","Guenter Dyhrenfurth, Lewa Sherpa",27.5248,88.0824
DORJ,Dorje Lhakpa,Nepal only,6966,22854,Jugal,Langtang-Jugal,Climbed,1,0,0,0,1981,Autumn,Oct 18,"Japan, Nepal","Kunio Kataoka, Makoto Anbe, Kazunari Murakami, Eiichi Shingyoji, Pemba Tsering Sherpa",28.1012,85.4612
DRAN,Drangnag Ri,Nepal only,6757,22169,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1995,Spring,Apr 30,"Norway, UK, Nepal","Chris Bonington, Ralph Hoibakk, Bjorn Myrer-Lund, Lhakpa Gyalu Sherpa, Pema Dorje Sherpa",27.57,86.2248
DROM,Drohmo,Nepal only,6881,22575,Jongsang,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Main summit unclimbed,27.4912,88.06
EVER,Everest,Nepal & China,8850,29035,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1953,Spring,May 29,"New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa",27.5848,86.5512
FANG,Fang,Nepal only,7647,25089,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1980,Spring,May 17,"Austria, Nepal","Sepp Mayerl, Hermann Neumair, Ang Chepal Sherpa",28.3412,83.48
FIRN,Firnkopf,Nepal only,6730,22080,Saipal,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed,29.54,81.27
FIRW,Firnkopf West,Nepal only,6745,22129,Saipal,Far West-Kanjiroba,Climbed,1,0,0,0,1987,Autumn,Oct 25,"Austria, W Germany, Nepal","Franz Kroell, Fritz Mross, Ang Chopal Sherpa",29.54,81.27
GAMA,Gama Peak,Nepal only,7187,23579,Dhaulagiri,Dhaulagiri-Mukut,Climbed,0,1,0,0,1970,Autumn,Oct 25,Japan,"Goro Nabeyama, Katsuhiro Nakashima",28.4312,83.1612
GAN1,Ganesh I,Nepal & China,7422,24350,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1955,Autumn,Oct 24,"Switzerland, France","Raymond Lambert, Eric Gauchat, Claude Kogan",28.3036,83.48
GAN2,Ganesh II,Nepal only,7118,23353,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1981,Autumn,Oct 16,"W Germany, Nepal","Hermann Warth, Ang Chepal Sherpa, Nga Temba Sherpa, Nima Tenzing Sherpa",28.2024,85.0636
GAN3,Ganesh III,Nepal & China,7043,23107,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1979,Autumn,Oct 19,"Japan, Nepal","Hideo Ogura, Pemba Tshering Sherpa, Dawa Norbu Sherpa",28.2212,85.03
GAN4,Ganesh IV,Nepal only,7104,23307,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1978,Autumn,Oct 20,"Japan, Nepal","T Tomita, H Yoshio, K Aoyagi, M Hashimoto, Y Hashimoto, Y Okuma, T Shimoji, T Suzuki, I Yasuda, Yogendra Thapa, Kamal Bhandari, Mingma Tenzing Sherpa, Sonan Wolang Sherpa",28.2024,85.0412
GAN5,Ganesh V,Nepal & China,6770,22211,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,1980,Spring,Apr 21,"Japan, Nepal","Tatsumi Sasaki, Akihiko Komori, Lhakpa Dorje Sherpa, Nima Tenzing Sherpa, Nima Nuru Sherpa",28.2024,85.0936
GAN6,Ganesh VI,Nepal only,6908,22664,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,2000,Spring,May 23,Japan,"Osamu Tanabe, Yasuhiro Hanatani",28.2924,85.09
GANG,Gangapurna,Nepal only,7455,24459,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1965,Spring,May 06,"W Germany, Nepal","Gunter Hauser, Ludwig Greissl, Hermann Kollensperger, Erich Reismueller, Ang Temba Sherpa, Phu Dorje Sherpa",28.3748,83.57
GANW,Gangapurna West,Nepal only,7140,23425,Annapurna,Annapurna-Damodar-Peri,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?,28.3748,83.57
GAUR,Gaurishankar,Nepal & China,7135,23409,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1979,Spring,May 08,"US, Nepal","John Roskelley, Dorje Sherpa",27.5736,86.1948
GAUS,Gaurishankar South,Nepal only,7010,22999,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1979,Autumn,Nov 09,UK,"Peter Boardman, Pemba Lama, Timothy Leach, Guy Neithardt",27.57,86.1948
GIME,Gimmigela Chuli East,Nepal & India,7007,22989,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,0,1,0,0,1993,Autumn,Oct 09,"Japan, Nepal","Hideo Koike, Masanori Sato, Taro Tanigawa, Chuldin Sherpa, Pasang Nima Sherpa, Phurba Sherpa",27.4424,88.1048
GIMM,Gimmigela Chuli,Nepal & India,7350,24114,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,1,0,0,0,1994,Autumn,Oct 29,"Japan, Nepal","Shigeru Yokokuwa, Dawa Wangchuk Sherpa, Pasang Gyalzen Sherpa, Pasang Tenzing Sherpa",27.4424,88.0936
GLAC,Glacier Dome,Nepal only,7168,23517,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1964,Spring,Oct 16,"Japan, Nepal","Mitsuhiro Nishimura, Dorje Sherpa",28.36,83.5324
GURJ,Gurja Himal,Nepal only,7193,23599,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1969,Autumn,Nov 01,"Japan, Nepal","Tomokuni Saeki, Lhakpa Tenzing Sherpa",28.4012,83.1612
GURK,Gurkarpo Ri,Nepal & China,6889,22602,Jugal,Langtang-Jugal,Climbed,1,0,0,0,2007,Autumn,Nov 01,France,"Paul Grobel, Pierre-Olivier Dupuy, Marc Kia, Jean Francois Males",28.1236,85.4612
GYAC,Gyachung Kang,Nepal & China,7861,25791,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1964,Spring,Apr 10,"Japan, Nepal","Yukihiko Kato, Kiyoto Sakaizawa, Pasang Phutar Sherpa (I)",28.0524,86.4424
GYAJ,Gyajikang,Nepal only,7074,23209,Peri,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1994,Autumn,Oct 07,"Japan, Nepal","Toshisada Hasegawa, Yousuke Kokubo, Osamu Tanabe, Ram Kaji Sivakoti, Pasang Tshering Sherpa, Dambar Bahadur Gurung",28.4124,84.2248
HCHI,Hungchhi,Nepal & China,7029,23061,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2003,Spring,Apr 19,"Japan, Nepal","Katsuo Fukuhara, Tadashi Morita, Kanji Shimizu, Durga Rai, Hit Bahadur Tamang, Ram Kaji Tamang, Tul Bahadur Tamang",28.0148,86.45
HERZ,Herzog Peak,Nepal only,7555,24787,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,0,All,Unknown,Unknown,Climbed?,28.3636,83.5212
HIME,Himalchuli East,Nepal only,7893,25896,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,1,0,0,0,1960,Spring,May 24,Japan,"Masahiro Harada, Hisashi Tanabe",28.2548,84.3824
HIMJ,Himjung,Nepal only,7092,23268,Peri,Annapurna-Damodar-Peri,Climbed,1,0,0,20,2012,Autumn,Oct 12,S Korea,"Kim Chang-Ho, An Chi-Young",28.4612,84.2436
HIML,Himlung Himal,Nepal only,7126,23379,Peri,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1992,Spring,Oct 03,"Japan, Nepal","Osamu Hanai, Akio Koizumi, Nima Sherpa",28.4612,84.2512
HIMN,Himalchuli North,Nepal only,7331,24052,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,1,0,0,0,1985,Autumn,Oct 27,"S Korea, Nepal","Lee Jae-Hong, Ang Pasang Sherpa, Jangbu Sherpa, Lhakpa Norbu Sherpa, Pasang Dawa Sherpa",28.2624,84.36
